Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	
1	0	35.3553	0	460	1105	2857	4205	701	-15.0	200	0	1	42.6629	0	
2	1	64.0231	0	460	1105	2857	4205	701	-15.0	200	0	1	71.8261	0	
3	1	84.6073	0	460	1105	2857	4205	701	-15.0	200	0	1	84.9864	0	
4	1	127.6778	0	460	1105	2857	4205	701	-15.0	200	0	0	129.4217	1	
5	0	140.4072	0	730	2058	2857	4205	1001	-11.0	200	1	1	141.1340	1	
6	0	146.5420	0	460	1105	2857	4205	851	-9.0	200	0	0	147.0070	1	
7	0	153.2351	0	730	2058	2857	4205	651	-11.0	200	1	0	155.2798	0	
8	1	169.4338	0	730	2058	2857	4205	651	-11.0	200	1	-1	-1.0000	0	
